web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1584087230-2363","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Anvimar","Love the universe, disliked the story","Reviewed in the United States on October 4, 2016","The story seemed stretched, the stage unrealistic and the characters shallow and one-dimensional.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=two_star&pageNumber=45&reviewerType=all_reviews&sortBy=recent"
"1584087322-2769","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","J","Just Meh","Reviewed in the United States on August 11, 2016","To be fair, you have to keep in mind J.K Rowling did not right this book. Secondly, it is the script for the play.... It's not meant to be a book like we are all used to.

The book was ok. If you've seen Butterfly a effect with Ashton Kutcher, you've read this book already. There is some small things that make you go hummm, but I'm going to call it what it is... It's fan fiction. It's meant to raise interest in the Universal Studios attraction and provide the rest of us in the world that can't go see the play a small tidbit to hold on to.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&filterByStar=two_star&pageNumber=85&reviewerType=all_reviews&sortBy=recent"
"1584087266-2527","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Harriet Perigo","Two Stars","Reviewed in the United States on September 9, 2016","Bought this as a gift for a great gran. would never buy it for myself. Packaging was perfect","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&filterByStar=two_star&pageNumber=61&reviewerType=all_reviews&sortBy=recent"
"1584087374-2998","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Karannmor","Meh","Reviewed in the United States on August 2, 2016","It was so empty. And forced. And disappointing. I'm obsessed w Harry Potter, was super excited and now I'm meh. It would have been a good story if it was a book probably. But meh.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_108?ie=UTF8&filterByStar=two_star&pageNumber=108&reviewerType=all_reviews&sortBy=recent"
"1584087339-2848","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Jack H Byars","... in England would lend her name to such a poor attempt.","Reviewed in the United States on August 7, 2016","Trying to understand why the richest person in England would lend her name to such a poor attempt.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&filterByStar=two_star&pageNumber=93&reviewerType=all_reviews&sortBy=recent"
"1584087287-2617","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","JANE E.","Don't bother","Reviewed in the United States on August 27, 2016","Not up to her usual standards.  Disappointing.  Sorry I spent money buying the book instead of borrowing it from the library, when I had such high expectations.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&filterByStar=two_star&pageNumber=70&reviewerType=all_reviews&sortBy=recent"
"1584087296-2655","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Michele in Florida","Huge disappointment","Reviewed in the United States on August 22, 2016","Let me start by saying I am a huge fan of all things Harry Potter, from the book series to the movie series, theme park, etc. I have read each of the books multiple times and find them tremendously entertaining.  I am not sure who actually wrote this screen play but I doubt J.K. Rowling actually had much (if anything) to do with it.  It is written as if the author had very little to no knowledge of the characters or story lines from any of the previous books, or maybe they just saw one of the movies years ago.  The characters do and say things that they would never do in the books, and the dialog is not true to who they are in the books. The plot is confused and pointless at times. It meanders through many subplots, often does not have a foundation in the material from the original book series.  I had to force myself to keep reading this thing. Bottom line- don't waste your time reading this if you are a Potter fan.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&filterByStar=two_star&pageNumber=74&reviewerType=all_reviews&sortBy=recent"
"1584087253-2461","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Joanna Dykhuis","Reads like fan fiction","Reviewed in the United States on September 29, 2016","I'm a lifelong Potter head, and this book is not canon to me. Reads like fan fiction. You can tell JKR didn't write it. I'll see the play but don't recommend this book at all.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=two_star&pageNumber=55&reviewerType=all_reviews&sortBy=recent"
"1584087307-2706","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","SC","Reads like mediocre fanfiction, or an unfinished draft.","Reviewed in the United States on August 17, 2016","A solid 'eh.' Plot holes here and there, overused tropes, and unlike the seven main series books, this was very... predictable. Even the major plot twist came as more of a disappointment than anything else. Many characters were well out of character, even considering the settings. There were a handful of good moments, and I like Scorpius' characterization overall, but any character that wasn't a main one and hadn't already been featured in the main books (read: fleshed out) came across as very two-dimensional. There were a lot of things that weren't addressed at the end that I had questions about, which left me kind of unsatisfied.

I'm sure it did well in theaters, because it does read like something that would have. That said, I feel like there should have been some effort to put it into a more prosaic format if they wanted to sell it as a book. It would have been a good bit shorter, probably, but that's how I feel about it.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&filterByStar=two_star&pageNumber=79&reviewerType=all_reviews&sortBy=recent"
"1584087291-2639","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","vicki Sromovski","Two Stars","Reviewed in the United States on August 24, 2016","Great service. book is huge disappointment. It is a script not a story, co authored by Rowlings and others.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&filterByStar=two_star&pageNumber=72&reviewerType=all_reviews&sortBy=recent"
"1584087305-2691","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","K. Miller","Disappointing","Reviewed in the United States on August 18, 2016","Disappointing. It was as if Rowling forgot who Harry is. He says things that are out of character. Ron is portrayed as less intelligent than he was. For me the most likable things about the story are the friendships between the boys and the evolution of Harry and Draco's  relationship.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&filterByStar=two_star&pageNumber=78&reviewerType=all_reviews&sortBy=recent"
"1584087187-2173","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Amazon Customer","Lacks visual description for reader compared to past novels given ...","Reviewed in the United States on November 15, 2016","Lacks visual description for reader compared to past novels given its written as a play in which visual and theatrical artistry would unfold on stage...","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=two_star&pageNumber=26&reviewerType=all_reviews&sortBy=recent"
"1584087187-2180","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Avery Gee","but I like her writing much better","Reviewed in the United States on November 9, 2016","Huge Harry Potter fan, but this script just didn't do it for me. Knowing that the play got rave reviews makes me wonder if the script just doesn't read as well as it plays.

It's got Rowling's approval, but I like her writing much better.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=two_star&pageNumber=26&reviewerType=all_reviews&sortBy=recent"
"1584087324-2771","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Kindle Customer","Very disappointing.","Reviewed in the United States on August 11, 2016","I'm a huge Harry Potter fan and I just finished this last night.

I don't know how much JK wrote in this book but I can tell she most likely didn't.

I didn't mind the formatting of it but there were some glaring editing errors in it.

Just disappointing.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&filterByStar=two_star&pageNumber=86&reviewerType=all_reviews&sortBy=recent"
"1584087228-2355","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","sooskeh","Two Stars","Reviewed in the United States on October 4, 2016","do not like the way it's written","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=two_star&pageNumber=44&reviewerType=all_reviews&sortBy=recent"
"1584087153-2013","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Deborah Eljay","which was fine. There was","Reviewed in the United States on July 2, 2017","Completely different characters from the original books, for all that they bear the same names, features, stories, and woven histories. The children I grew up with, the wizards and witches that I 'watched' grow from children into adults, have changed so drastically in personality and aim as to be completely unrecognizable. Other than that, it's a play, written as a play, read as a play, which was fine. There was, to me, little to no character development or growth, and stretched, cliche plotlines that held tenuously, if at all. Nowhere near as good as the original books.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=two_star&pageNumber=10&reviewerType=all_reviews&sortBy=recent"
"1584087137-1949","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Sarah Brumbeloe","""...this play offers little to really inspire fans of the original Harry Potter series.""","Reviewed in the United States on May 30, 2018","Although I loved getting to immerse myself in the Harry Potter world again (and those feelings of childlike nostalgia are pretty sweet), this play is downright bad. If you want to read lukewarm fanfiction, perhaps you will enjoy this play on some level. I must admit that I did a little. But beyond that level, this play offers little to really inspire fans of the original Harry Potter series.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=two_star&pageNumber=3&reviewerType=all_reviews&sortBy=recent"
"1584087275-2561","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","John K","a script without scenery.","Reviewed in the United States on September 4, 2016","Not a novel.  Missing all the color, scenery, background that go into novels.  Just text and some actions by the actors (quizzical look).  Another ""and"" book, like ""James Patterson and..."" or ""Tom Clancy and..."", written by an author tired of writing who has a publisher that needs another book.  Maybe if it were a graphic novel.  I hope the play filled it out sufficiently, but expectations are lower for a play than a novel.  One expects some things to be symbolically represented or skipped by because quidditch (sp) just can't be truly be reproduced in a theater, or even a stadium.  But a novel? Novels can hold whole universes.  This is just a script","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&filterByStar=two_star&pageNumber=65&reviewerType=all_reviews&sortBy=recent"
"1584087351-2898","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Steven","Skip It.","Reviewed in the United States on August 5, 2016","Not as good as the original seven, not missing much if you skip it.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&filterByStar=two_star&pageNumber=98&reviewerType=all_reviews&sortBy=recent"
"1584087151-2006","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","S. M. Hortin","Feels like an obvious money grab from J","Reviewed in the United States on July 18, 2017","Feels like an obvious money grab from J. K. Rowling.  Not as good as the rest of the series.  I knew it would be a script, but I just had problems with the plot itself.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=two_star&pageNumber=9&reviewerType=all_reviews&sortBy=recent"
"1584087312-2724","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","AC","I really wanted this to be good, but it's pretty disappointing for true HP fans","Reviewed in the United States on August 15, 2016","Let's start off by clarifying that this is NOT written by JK Rowling. It's glorified fan fiction. I really wanted this to be good, but it's pretty disappointing for true HP fans. I hope the live version of this better. The characters are not true to themselves.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&filterByStar=two_star&pageNumber=81&reviewerType=all_reviews&sortBy=recent"
"1584087248-2446","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Betsey Denonville","rehearsal script. .....difficult to read","Reviewed in the United States on September 29, 2016","I am sure that the story is fine, and have been waiting for more of the Harry Potter adventures; but, it is very difficult to read the script version of the book.
I would like to have a ""regular"" version of the book.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&filterByStar=two_star&pageNumber=53&reviewerType=all_reviews&sortBy=recent"
"1584087161-2058","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Peggy Noonan","Two Stars","Reviewed in the United States on February 25, 2017","Disappointing","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=two_star&pageNumber=14&reviewerType=all_reviews&sortBy=recent"
"1584087296-2660","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Amazon Customer","Sadly disappointing","Reviewed in the United States on August 22, 2016","I have read the entire series of Harry Potter and all the books were amazing so I was really looking forward to this book. However, now that I have bought it, I cant help but feel disappointed.  I do not think that this was a very good book no matter how hard I tried to like it. The plot did not seem as interesting as the plots of the rest of the series. If there is another book coming out, I hope that it will not be  another severe disappointment.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&filterByStar=two_star&pageNumber=74&reviewerType=all_reviews&sortBy=recent"
"1584087358-2927","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Scarlett","I feel like I just read a mediocre Harry Potter fan-fic","Reviewed in the United States on August 4, 2016","I feel like I just read a mediocre Harry Potter fan-fic. They could have done a lot with the plot, but it fell short in many, many ways. The characters were shallow and there was just no real depth to any of it. Very disappointing overall.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&filterByStar=two_star&pageNumber=101&reviewerType=all_reviews&sortBy=recent"
"1584087176-2121","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","olivier.cn","Harry Potter and the low quality cash in","Reviewed in the United States on December 24, 2016","This really doesn't feel like an HP book - none of the characters have any of their original charm, the story is a silly one and it seems that JK Rowling's only feedback was to remind the playwright of a few choice quotes... quite disappointing.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=two_star&pageNumber=21&reviewerType=all_reviews&sortBy=recent"
"1584087263-2516","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Rob M","Quality of the story compromised by the medium","Reviewed in the United States on September 12, 2016","I am another Harry Potter fan.  The books are terrific.  The movies - not as great, but definitely fun and I go through the series maybe once a year.  Of course, this is a screenplay, and that's easy to get used to.  It's the story that really doesn't jive here.  The story has to fit inside the confines of a theater production, within that timeline, and has to be easy enough for the audience to follow.  The problem is that the nuance and complexity we appreciate in the Potter universe isn't here.  The characters are thin, the story has holes, and the peril never really escalates.  It does feel more like fanfiction.  Perhaps onstage with good actors, the characters and humor might work better, but the story still doesn't deserve to be Potter canon.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&filterByStar=two_star&pageNumber=60&reviewerType=all_reviews&sortBy=recent"
"1584087330-2810","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","B. S. Cahill","Not essential reading.","Reviewed in the United States on August 8, 2016","Meh. Disappointing. Doesn't feel authentically HP. Meh.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_89?ie=UTF8&filterByStar=two_star&pageNumber=89&reviewerType=all_reviews&sortBy=recent"
"1584087135-1940","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","PPat","i hate reading scipts","Reviewed in the United States on August 25, 2018","no flow, unpleasant to read","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=two_star&pageNumber=2&reviewerType=all_reviews&sortBy=recent"
"1584087210-2274","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Andrea A. Petagna","Disappointing","Reviewed in the United States on October 10, 2016","I wasn't impressed with this book. I loved each Harry Potter book, but this one was very different. I don't think J.K. Rowling had much to do with the writing of this book.

Very disappointing.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&filterByStar=two_star&pageNumber=36&reviewerType=all_reviews&sortBy=recent"
"1584087328-2791","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Steven M","Ehhh","Reviewed in the United States on August 10, 2016","Same old Harry, still making the same mistakes at 40 that he was making at 11. Yay for zero character development.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_88?ie=UTF8&filterByStar=two_star&pageNumber=88&reviewerType=all_reviews&sortBy=recent"
"1584087330-2803","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Erin Driscoll","Mediocre","Reviewed in the United States on August 9, 2016","This screenplay felt like the ghost of an idea that should not have reached publication-- an attempt at finding success in writing once more and failing. Old characters are nothing like what seven prior books portrayed and new are two dimensional, flat constructs unworthy of the Harry Potter universe.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_89?ie=UTF8&filterByStar=two_star&pageNumber=89&reviewerType=all_reviews&sortBy=recent"
"1584087206-2254","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","KK","I expected a ""typical"" Harry Potter book that I loved. I will not be recommending this book to ...","Reviewed in the United States on October 13, 2016","Difficult to read a play. I expected a ""typical"" Harry Potter book that I loved.  I will not be recommending this book to anyone.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&filterByStar=two_star&pageNumber=34&reviewerType=all_reviews&sortBy=recent"
"1584087239-2406","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","April VanHaecke","Don't read the book go see the play.","Reviewed in the United States on October 2, 2016","Good for a play but not up to par with what potter fans are used to.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&filterByStar=two_star&pageNumber=49&reviewerType=all_reviews&sortBy=recent"
"1584087305-2698","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","lucaliza","Two Stars","Reviewed in the United States on August 17, 2016","Not really a great story","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&filterByStar=two_star&pageNumber=78&reviewerType=all_reviews&sortBy=recent"
